Data Series,Market,Region,Country,Import (Million Dollars),Export (Million Dollars)
2015 Jan,Total All Markets,America,Chile,10.4,4.8
2015 Jan,Total All Markets,America,Colombia,91,4.6
2015 Jan,Total All Markets,America,Costa Rica,13.1,2
2015 Jan,Total All Markets,America,Cuba,0.6,0
2015 Jan,Total All Markets,America,Dominican Rep,4.2,0.9
2015 Jan,Total All Markets,America,Ecuador,0.6,2.1
2015 Jan,Total All Markets,America,El Salvador,0.1,1.3
2015 Jan,Total All Markets,America,Guatemala,0.8,1.6
2015 Jan,Total All Markets,America,Guyana,0,0.1
2015 Jan,Total All Markets,America,Honduras,0,0
2015 Jan,Total All Markets,America,Jamaica,0.1,0
2015 Jan,Total All Markets,America,Mexico,277.1,64.7
2015 Jan,Total All Markets,America,NA,4751.9,2422.1
2015 Jan,Total All Markets,America,Netherlands Antilles,0.7,45.6
2015 Jan,Total All Markets,America,Other Markets America,3.3,11.7
2015 Jan,Total All Markets,America,Panama,0.5,750.1
2015 Jan,Total All Markets,America,Paraguay,0.6,0.1
2015 Jan,Total All Markets,America,Peru,6.1,4.1
2015 Jan,Total All Markets,America,Puerto Rico,11.9,2.3
2015 Jan,Total All Markets,America,St. Vincent And The Grenadines,0,5
2015 Jan,Total All Markets,America,Trinidad And Tobago,0,0.9
2015 Jan,Total All Markets,America,United States,3823.2,1247.7
2015 Jan,Total All Markets,America,United States Virgin Islands,0,0
2015 Jan,Total All Markets,America,Uruguay,1.1,0.4
2015 Jan,Total All Markets,America,Venezuela,191.3,4.2
2015 Jan,Total All Markets,Asia,Afghanistan,0,0
2015 Jan,Total All Markets,Asia,Bahrain,20.2,5.2
2015 Jan,Total All Markets,Asia,Bangladesh,19.8,94.1
2015 Jan,Total All Markets,Asia,Brunei,3.6,31.8
2015 Jan,Total All Markets,Asia,Cambodia,17.8,38.5
2015 Jan,Total All Markets,Asia,China,4951,2575.5
2015 Jan,Total All Markets,Asia,Christmas Island,0,0
2015 Jan,Total All Markets,Asia,Hong Kong,276.7,1532.5
2015 Jan,Total All Markets,Asia,India,703.9,458.7
2015 Jan,Total All Markets,Asia,Indonesia,1965,1427.1
2015 Jan,Total All Markets,Asia,Iran,1.5,10.3
2015 Jan,Total All Markets,Asia,Iraq,0,3.3
2015 Jan,Total All Markets,Asia,Israel,83.9,14.8
2015 Jan,Total All Markets,Asia,Japan,2146.5,831.9
2015 Jan,Total All Markets,Asia,Jordan,0.4,1.7
2015 Jan,Total All Markets,Asia,Kazakhstan,0.2,2.9
2015 Jan,Total All Markets,Asia,"Korea, Dem Peo Rep Of",0,0.9
2015 Jan,Total All Markets,Asia,"Korea, Rep Of",1631.3,719.3
2015 Jan,Total All Markets,Asia,Kuwait,356.5,9.4
2015 Jan,Total All Markets,Asia,Lao,1.3,1.5
2015 Jan,Total All Markets,Asia,Lebanon,0.1,2.1
2015 Jan,Total All Markets,Asia,Macao,1.5,3.6
2015 Jan,Total All Markets,Asia,Malaysia,3965.2,2135.4
2015 Jan,Total All Markets,Asia,Maldives,0,4.1
2015 Jan,Total All Markets,Asia,Mongolia,0.2,2
2015 Jan,Total All Markets,Asia,Myanmar,13.9,177.2
2015 Jan,Total All Markets,Asia,NA,23268.9,13118.2
2015 Jan,Total All Markets,Asia,Nepal,0.4,1.2
2015 Jan,Total All Markets,Asia,Oman,3.8,8.5
2015 Jan,Total All Markets,Asia,Other Markets Asia,0.8,11.6
2015 Jan,Total All Markets,Asia,Pakistan,18.8,67.4
2015 Jan,Total All Markets,Asia,Philippines,486.5,357.1
2015 Jan,Total All Markets,Asia,Qatar,390.9,9.7
2015 Jan,Total All Markets,Asia,Saudi Arabia,962,95.4
2015 Jan,Total All Markets,Asia,Sri Lanka,27.3,88
2015 Jan,Total All Markets,Asia,Syria,0,0
2015 Jan,Total All Markets,Asia,Taiwan,2585.6,933.1
2015 Jan,Total All Markets,Asia,Thailand,1016,680.3
2015 Jan,Total All Markets,Asia,Turkiye,61.5,17.9
2015 Jan,Total All Markets,Asia,United Arab Emirates,1095.8,224.2
2015 Jan,Total All Markets,Asia,Viet Nam,458.4,536.7
2015 Jan,Total All Markets,Asia,Yemen,0.3,3.5
2015 Jan,Total All Markets,Europe,Austria,144.1,2.8
2015 Jan,Total All Markets,Europe,Belarus,20.8,0
2015 Jan,Total All Markets,Europe,Belgium,170,753.5
2015 Jan,Total All Markets,Europe,Bulgaria,42.5,0.1
2015 Jan,Total All Markets,Europe,Croatia,0.8,2
2015 Jan,Total All Markets,Europe,Cyprus,1.3,34.7
2015 Jan,Total All Markets,Europe,Czech Rep,27.7,44.4
2015 Jan,Total All Markets,Europe,Denmark,61,18.2
2015 Jan,Total All Markets,Europe,Estonia,2.2,0.1
2015 Jan,Total All Markets,Europe,Finland,39.5,4.5
2015 Jan,Total All Markets,Europe,France,853.4,184.2
2015 Jan,Total All Markets,Europe,Germany,1004.8,191.3
2015 Jan,Total All Markets,Europe,Greece,8,66.2
2015 Jan,Total All Markets,Europe,Hungary,24.2,8
2015 Jan,Total All Markets,Europe,Ireland,82.4,14.5
2015 Jan,Total All Markets,Europe,Italy,574.7,48
2015 Jan,Total All Markets,Europe,Latvia,1.9,1.2
2015 Jan,Total All Markets,Europe,Lithuania,25.7,1.5
2015 Jan,Total All Markets,Europe,Luxembourg,4.2,10.6
2015 Jan,Total All Markets,Europe,Malta,32.7,86.7
2015 Jan,Total All Markets,Europe,NA,6054.5,2408.4
2015 Jan,Total All Markets,Europe,Netherlands,338,388.6
2015 Jan,Total All Markets,Europe,Norway,200.8,29.2
2015 Jan,Total All Markets,Europe,Other Markets Europe,5,29
2015 Jan,Total All Markets,Europe,Poland,55.4,15.8
2015 Jan,Total All Markets,Europe,Portugal,15.8,7.7
2015 Jan,Total All Markets,Europe,Romania,6.9,1.2
2015 Jan,Total All Markets,Europe,Russia,718.3,18
2015 Jan,Total All Markets,Europe,Slovakia,4.8,3.3
2015 Jan,Total All Markets,Europe,Slovenia,4.9,0.1
2015 Jan,Total All Markets,Europe,Spain,99.2,16.7
2015 Jan,Total All Markets,Europe,Svalbard And Jan Mayen Islands,0,0
2015 Jan,Total All Markets,Europe,Sweden,173.2,10.2
2015 Jan,Total All Markets,Europe,Switzerland,725.7,130.7
2015 Jan,Total All Markets,Europe,Ukraine,1,0.4
2015 Jan,Total All Markets,Europe,United Kingdom,583.2,285
2015 Jan,Total All Markets,NA,NA,35221.2,19921.7
2015 Jan,Total All Markets,Oceania,Antarctica,0,0
2015 Jan,Total All Markets,Oceania,Australia,696.9,821.4
2015 Jan,Total All Markets,Oceania,Fiji,0.4,14.4
2015 Jan,Total All Markets,Oceania,French Polynesia,0.6,31.5
2015 Jan,Total All Markets,Oceania,Guam,0.1,35.4
2015 Jan,Total All Markets,Oceania,Marshall Islands,0,202.4
2015 Jan,Total All Markets,Oceania,NA,778.3,1350.4
2015 Jan,Total All Markets,Oceania,New Caledonia,0.1,26.8
2015 Jan,Total All Markets,Oceania,New Zealand,71.4,149.8
2015 Jan,Total All Markets,Oceania,Northern Mariana Islands,0,0.2
2015 Jan,Total All Markets,Oceania,Other Markets Oceania,0.2,9.5
2015 Jan,Total All Markets,Oceania,Papua New Guinea,8.6,51.6
2015 Jan,Total All Markets,Oceania,Samoa,0,0
2015 Jan,Total All Markets,Oceania,Solomon Islands,0,2.4
2015 Jan,Total All Markets,Oceania,Vanuatu,0,4.9
2015 Jul,Total All Markets,Africa,Algeria,9.3,1.8
2015 Jul,Total All Markets,Africa,Angola,0.4,67.1
2015 Jul,Total All Markets,Africa,Benin,0.1,0
2015 Jul,Total All Markets,Africa,Cameroon,2.3,0.5
2015 Jul,Total All Markets,Africa,Cape Verde,0,0
2015 Jul,Total All Markets,Africa,Comoros,0.1,0
2015 Jul,Total All Markets,Africa,"Congo, Dem Rep Of",0.1,0
2015 Jul,Total All Markets,Africa,Cote D'ivoire,2.7,2.1
2015 Jul,Total All Markets,Africa,Djibouti,0,0.4
2015 Jul,Total All Markets,Africa,Egypt,6.6,14.1
2015 Jul,Total All Markets,Africa,Ethiopia,0.5,0.7
2015 Jul,Total All Markets,Africa,Gabon,0,1.3
2015 Jul,Total All Markets,Africa,Ghana,8.2,4.7
2015 Jul,Total All Markets,Africa,Guinea,0,0.1
2015 Jul,Total All Markets,Africa,Kenya,2.4,4.1
2015 Jul,Total All Markets,Africa,Liberia,0,288.2
2015 Jul,Total All Markets,Africa,Libya,0,1.8
2015 Jul,Total All Markets,Africa,Madagascar,2.5,0.3
2015 Jul,Total All Markets,Africa,Mauritius,2,2.6
2015 Jul,Total All Markets,Africa,Morocco,12.6,13
2015 Jul,Total All Markets,Africa,Mozambique,0,19.4
2015 Jul,Total All Markets,Africa,NA,164.1,706.6
2015 Jul,Total All Markets,Africa,Nigeria,0.3,18.1
2015 Jul,Total All Markets,Africa,Other Markets Africa,45.6,87.4
2015 Jul,Total All Markets,Africa,Reunion,0.1,33.2
2015 Jul,Total All Markets,Africa,Seychelles,0.4,0.9
2015 Jul,Total All Markets,Africa,Sierra Leone,0,0
2015 Jul,Total All Markets,Africa,Somalia,0,0
2015 Jul,Total All Markets,Africa,South Africa,62.7,106
2015 Jul,Total All Markets,Africa,Sudan,0,0
2015 Jul,Total All Markets,Africa,Swaziland,1.1,0.3
2015 Jul,Total All Markets,Africa,Tanzania,0.7,37.7
2015 Jul,Total All Markets,Africa,Tunisia,2.2,0.6
2015 Jul,Total All Markets,Africa,Zambia,0,0
2015 Jul,Total All Markets,Africa,Zimbabwe,1.3,0
2015 Jul,Total All Markets,America,Antigua And Barbuda,0,30.1
2015 Jul,Total All Markets,America,Argentina,20.2,4.4
2015 Jul,Total All Markets,America,Bahamas,0.1,65.6
2015 Jul,Total All Markets,America,Bermuda,0,14.9
2015 Jul,Total All Markets,America,Brazil,221.2,40.9
2015 Jul,Total All Markets,America,Canada,136.9,23.1
2015 Jul,Total All Markets,America,Chile,9.6,2.3
2015 Jul,Total All Markets,America,Colombia,74.7,3.4
2015 Jul,Total All Markets,America,Costa Rica,7.7,2
2015 Jul,Total All Markets,America,Cuba,0.5,0
2015 Jul,Total All Markets,America,Dominican Rep,4.6,0.5
2015 Jul,Total All Markets,America,Ecuador,3.2,2.8
2015 Jul,Total All Markets,America,El Salvador,0.2,1
2015 Jul,Total All Markets,America,Guatemala,0.8,1.3
2015 Jul,Total All Markets,America,Guyana,0,0
2015 Jul,Total All Markets,America,Honduras,0.1,0.4
2015 Jul,Total All Markets,America,Jamaica,0,0.2
2015 Jul,Total All Markets,America,Mexico,260.4,323.7
2015 Jul,Total All Markets,America,NA,4468,2672.8
2015 Jul,Total All Markets,America,Netherlands Antilles,0.2,3.3
2015 Jul,Total All Markets,America,Other Markets America,1.4,17.1
2015 Jul,Total All Markets,America,Panama,0.4,469.6
2015 Jul,Total All Markets,America,Paraguay,0.3,0
2015 Jul,Total All Markets,America,Peru,1.5,1.9
2015 Jul,Total All Markets,America,Puerto Rico,24.3,12.4
2015 Jul,Total All Markets,America,St. Vincent And The Grenadines,0,5.6
2015 Jul,Total All Markets,America,Trinidad And Tobago,0,0.6
2015 Jul,Total All Markets,America,United States,3627.6,1642.6
2015 Jul,Total All Markets,America,United States Virgin Islands,0,0
2015 Jul,Total All Markets,America,Uruguay,0.7,0.4
2015 Jul,Total All Markets,America,Venezuela,71.6,2.6
2015 Jul,Total All Markets,Asia,Afghanistan,0,0
2015 Jul,Total All Markets,Asia,Bahrain,30,5.4
2015 Jul,Total All Markets,Asia,Bangladesh,17.7,88.3
2015 Jul,Total All Markets,Asia,Brunei,38.2,41
2015 Jul,Total All Markets,Asia,Cambodia,17.7,76.7
2015 Jul,Total All Markets,Asia,China,4995.6,3018
2015 Jul,Total All Markets,Asia,Christmas Island,0.1,0
2015 Jul,Total All Markets,Asia,Hong Kong,446.4,1686.6
2015 Jul,Total All Markets,Asia,India,776.6,669
2015 Jul,Total All Markets,Asia,Indonesia,1630.5,1919.3
2015 Jul,Total All Markets,Asia,Iran,0.7,2.2
2015 Jul,Total All Markets,Asia,Iraq,152.3,2.4
2015 Jul,Total All Markets,Asia,Israel,95.2,22.9
2015 Jul,Total All Markets,Asia,Japan,2175.5,835.4
2015 Jul,Total All Markets,Asia,Jordan,2,1.5
2015 Jul,Total All Markets,Asia,Kazakhstan,0.9,3.6
2015 Jul,Total All Markets,Asia,"Korea, Dem Peo Rep Of",0,0.1
2015 Jul,Total All Markets,Asia,"Korea, Rep Of",1988.3,684.1
2015 Jul,Total All Markets,Asia,Kuwait,499.7,16.2
2015 Jul,Total All Markets,Asia,Lao,1.2,1.5
2015 Jul,Total All Markets,Asia,Lebanon,0,3.1
2015 Jul,Total All Markets,Asia,Macao,2.6,2
2015 Jul,Total All Markets,Asia,Malaysia,3968,2651.4
2015 Jul,Total All Markets,Asia,Maldives,0.1,17.7
2015 Jul,Total All Markets,Asia,Mongolia,0.6,2.7
2015 Jul,Total All Markets,Asia,Myanmar,6.3,174.7
2015 Jul,Total All Markets,Asia,NA,25221.3,15045.1
2015 Jul,Total All Markets,Asia,Nepal,0.7,1.8
2015 Jul,Total All Markets,Asia,Oman,93,13.5
2015 Jul,Total All Markets,Asia,Other Markets Asia,83.5,9
2015 Jul,Total All Markets,Asia,Pakistan,57.7,33.3
2015 Jul,Total All Markets,Asia,Philippines,509.1,339.6
2015 Jul,Total All Markets,Asia,Qatar,658.1,13.5
2015 Jul,Total All Markets,Asia,Saudi Arabia,1136.6,65.2
2015 Jul,Total All Markets,Asia,Sri Lanka,10,61.6
2015 Jul,Total All Markets,Asia,Syria,0,0
2015 Jul,Total All Markets,Asia,Taiwan,2857.5,1019.6
2015 Jul,Total All Markets,Asia,Thailand,1047.9,733.4
2015 Jul,Total All Markets,Asia,Turkiye,217.4,37.7
2015 Jul,Total All Markets,Asia,United Arab Emirates,1254.5,237.4
2015 Jul,Total All Markets,Asia,Viet Nam,448.9,552.6
2015 Jul,Total All Markets,Asia,Yemen,0,1.1
2015 Jul,Total All Markets,Europe,Austria,122.5,3.9
2015 Jul,Total All Markets,Europe,Belarus,0.3,2.2
2015 Jul,Total All Markets,Europe,Belgium,148.9,520.2
2015 Jul,Total All Markets,Europe,Bulgaria,116.2,0.1
2015 Jul,Total All Markets,Europe,Croatia,0.9,1.9
2015 Jul,Total All Markets,Europe,Cyprus,1.1,30.7
2015 Jul,Total All Markets,Europe,Czech Rep,37.6,35.8
2015 Jul,Total All Markets,Europe,Denmark,54.6,15.9
2015 Jul,Total All Markets,Europe,Estonia,9.1,0.1
2015 Jul,Total All Markets,Europe,Finland,37.2,2.9
2015 Jul,Total All Markets,Europe,France,782.7,216.6
2015 Jul,Total All Markets,Europe,Germany,1096.3,244.3
2015 Jul,Total All Markets,Europe,Greece,6,67
2015 Jul,Total All Markets,Europe,Hungary,37.6,17.3
2015 Jul,Total All Markets,Europe,Ireland,88.6,31
2015 Jul,Total All Markets,Europe,Italy,396.5,30.4
2015 Jul,Total All Markets,Europe,Latvia,3.8,0.6
2015 Jul,Total All Markets,Europe,Lithuania,25.8,0.7
2015 Jul,Total All Markets,Europe,Luxembourg,7.3,9.3
2015 Jul,Total All Markets,Europe,Malta,23.1,96.3
2015 Jul,Total All Markets,Europe,NA,6870.3,2274
2015 Jul,Total All Markets,Europe,Netherlands,598.8,437.6
2015 Jul,Total All Markets,Europe,Norway,211.4,24.1
2015 Jul,Total All Markets,Europe,Other Markets Europe,6.9,42.2
2015 Jul,Total All Markets,Europe,Poland,57.9,9.8
2015 Jul,Total All Markets,Europe,Portugal,15,15.2
2015 Jul,Total All Markets,Europe,Romania,11.6,0.7
2015 Jul,Total All Markets,Europe,Russia,823.7,28.6
2015 Jul,Total All Markets,Europe,Slovakia,9.2,0.9
2015 Jul,Total All Markets,Europe,Slovenia,5.3,1.3
2015 Jul,Total All Markets,Europe,Spain,85.5,29.4
2015 Jul,Total All Markets,Europe,Svalbard And Jan Mayen Islands,0,0
2015 Jul,Total All Markets,Europe,Sweden,182.8,5.1
2015 Jul,Total All Markets,Europe,Switzerland,1227.8,155.3
2015 Jul,Total All Markets,Europe,Ukraine,0.6,0.4
2015 Jul,Total All Markets,Europe,United Kingdom,637.7,196
2015 Jul,Total All Markets,NA,NA,37430.9,21909.5
2015 Jul,Total All Markets,Oceania,Antarctica,0,0
2015 Jul,Total All Markets,Oceania,Australia,627.4,755.4
2015 Jul,Total All Markets,Oceania,Fiji,0.3,17.2
2015 Jul,Total All Markets,Oceania,French Polynesia,0.3,6.5
2015 Jul,Total All Markets,Oceania,Guam,0,18.1
2015 Jul,Total All Markets,Oceania,Marshall Islands,0,250.2
2015 Jul,Total All Markets,Oceania,NA,707.2,1210.9
2015 Jul,Total All Markets,Oceania,New Caledonia,0,1.5
2015 Jul,Total All Markets,Oceania,New Zealand,68.8,110.9
2015 Jul,Total All Markets,Oceania,Northern Mariana Islands,0.8,0.3
2015 Jul,Total All Markets,Oceania,Other Markets Oceania,0,8.6
2015 Jul,Total All Markets,Oceania,Papua New Guinea,9.3,39
2015 Jul,Total All Markets,Oceania,Samoa,0,0.1
2015 Jul,Total All Markets,Oceania,Solomon Islands,0.1,0.6
2015 Jul,Total All Markets,Oceania,Vanuatu,0,2.5
2015 Jun,Total All Markets,Africa,Algeria,44.4,2.3
2015 Jun,Total All Markets,Africa,Angola,0.1,42.2
2015 Jun,Total All Markets,Africa,Benin,0,0
2015 Jun,Total All Markets,Africa,Cameroon,7.6,0.3
2015 Jun,Total All Markets,Africa,Cape Verde,0,0
2015 Jun,Total All Markets,Africa,Comoros,0,0
2015 Jun,Total All Markets,Africa,"Congo, Dem Rep Of",0.1,0
2015 Jun,Total All Markets,Africa,Cote D'ivoire,2.8,3.4
2015 Jun,Total All Markets,Africa,Djibouti,0,0.3
2015 Jun,Total All Markets,Africa,Egypt,4.3,18.6
2015 Jun,Total All Markets,Africa,Ethiopia,0.2,2.2
2015 Jun,Total All Markets,Africa,Gabon,5.2,2.2
2015 Jun,Total All Markets,Africa,Ghana,15.2,4.6
2015 Jun,Total All Markets,Africa,Guinea,0,4.2
2015 Jun,Total All Markets,Africa,Kenya,0.8,3.1
2015 Jun,Total All Markets,Africa,Liberia,0,321.3
2015 Jun,Total All Markets,Africa,Libya,0,1.9
2015 Jun,Total All Markets,Africa,Madagascar,0.8,0.2
2015 Jun,Total All Markets,Africa,Mauritius,1.2,3.1
2015 Jun,Total All Markets,Africa,Morocco,14.2,11.4
2015 Jun,Total All Markets,Africa,Mozambique,4.4,0.2
2015 Jun,Total All Markets,Africa,NA,282.2,571.2
2015 Jun,Total All Markets,Africa,Nigeria,16.3,9.6
2015 Jun,Total All Markets,Africa,Other Markets Africa,114.8,5.4
2015 Jun,Total All Markets,Africa,Reunion,0.1,68.2
2015 Jun,Total All Markets,Africa,Seychelles,0.2,1.2
2015 Jun,Total All Markets,Africa,Sierra Leone,0,0
2015 Jun,Total All Markets,Africa,Somalia,0,0
2015 Jun,Total All Markets,Africa,South Africa,43.2,63
2015 Jun,Total All Markets,Africa,Sudan,0,0.3
2015 Jun,Total All Markets,Africa,Swaziland,0.4,0
2015 Jun,Total All Markets,Africa,Tanzania,0.6,1.1
2015 Jun,Total All Markets,Africa,Tunisia,1.9,0.6
2015 Jun,Total All Markets,Africa,Zambia,2.9,0.1
2015 Jun,Total All Markets,Africa,Zimbabwe,0.5,0.1
2015 Jun,Total All Markets,America,Antigua And Barbuda,1.1,31.7
2015 Jun,Total All Markets,America,Argentina,17.4,4.8
2015 Jun,Total All Markets,America,Bahamas,0.1,63.4
2015 Jun,Total All Markets,America,Bermuda,0,15.4
2015 Jun,Total All Markets,America,Brazil,203.1,71
2015 Jun,Total All Markets,America,Canada,154.4,36.1
2015 Jun,Total All Markets,America,Chile,8.8,3.2
2015 Jun,Total All Markets,America,Colombia,55.4,7.7
2015 Jun,Total All Markets,America,Costa Rica,6,3.5
2015 Jun,Total All Markets,America,Cuba,0.5,0.1
2015 Jun,Total All Markets,America,Dominican Rep,4.4,0.2
2015 Jun,Total All Markets,America,Ecuador,1.1,3
2015 Jun,Total All Markets,America,El Salvador,0.2,0.8
2015 Jun,Total All Markets,America,Guatemala,0.3,1.1
2015 Jun,Total All Markets,America,Guyana,0,0
2015 Jun,Total All Markets,America,Honduras,0.1,0.7
2015 Jun,Total All Markets,America,Jamaica,0,0.2
2015 Jun,Total All Markets,America,Mexico,134.5,164.7
2015 Jun,Total All Markets,America,NA,4886.9,2823.6
2015 Jun,Total All Markets,America,Netherlands Antilles,0,2.6
2015 Jun,Total All Markets,America,Other Markets America,0.3,15.1
2015 Jun,Total All Markets,America,Panama,0.4,677.4
2015 Jun,Total All Markets,America,Paraguay,0.2,0.6
2015 Jun,Total All Markets,America,Peru,2,2.4
2015 Jun,Total All Markets,America,Puerto Rico,26.8,268.4
2015 Jun,Total All Markets,America,St. Vincent And The Grenadines,0,5.8
2015 Jun,Total All Markets,America,Trinidad And Tobago,0,0.8
2015 Jun,Total All Markets,America,United States,4026.5,1438.8
2015 Jun,Total All Markets,America,United States Virgin Islands,0,0
2015 Jun,Total All Markets,America,Uruguay,1.6,0.4
2015 Jun,Total All Markets,America,Venezuela,241.7,3.6
2015 Jun,Total All Markets,Asia,Afghanistan,0,0
2015 Jun,Total All Markets,Asia,Bahrain,29.9,5.7
2015 Jun,Total All Markets,Asia,Bangladesh,19.6,139.5
2015 Jun,Total All Markets,Asia,Brunei,10.2,35.4
2015 Jun,Total All Markets,Asia,Cambodia,21.2,59.3
2015 Jun,Total All Markets,Asia,China,4685.6,3183.3
2015 Jun,Total All Markets,Asia,Christmas Island,0,0
2015 Jun,Total All Markets,Asia,Hong Kong,445.3,1573.6
2015 Jun,Total All Markets,Asia,India,899.4,730.5
2015 Jun,Total All Markets,Asia,Indonesia,1850.7,1670.9
2015 Jun,Total All Markets,Asia,Iran,1.4,5.2
2015 Jun,Total All Markets,Asia,Iraq,255.1,11.4
2015 Jun,Total All Markets,Asia,Israel,79.9,20.4
2015 Jun,Total All Markets,Asia,Japan,2288.3,895.4
2015 Jun,Total All Markets,Asia,Jordan,3.4,2.1
2015 Jun,Total All Markets,Asia,Kazakhstan,0.2,5.3
2015 Jun,Total All Markets,Asia,"Korea, Dem Peo Rep Of",0,2.3
2015 Jun,Total All Markets,Asia,"Korea, Rep Of",1983.4,558.3
2015 Jun,Total All Markets,Asia,Kuwait,397,10.5
2015 Jun,Total All Markets,Asia,Lao,0.1,1
2015 Jun,Total All Markets,Asia,Lebanon,7.1,1.5
2015 Jun,Total All Markets,Asia,Macao,1.6,4.1
2015 Jun,Total All Markets,Asia,Malaysia,4180.5,2291.8
2015 Jun,Total All Markets,Asia,Maldives,0,4.7
2015 Jun,Total All Markets,Asia,Mongolia,0.1,1.6
2015 Jun,Total All Markets,Asia,Myanmar,11.8,139.6
2015 Jun,Total All Markets,Asia,NA,24850.7,14263.6
2015 Jun,Total All Markets,Asia,Nepal,1.1,2.3
2015 Jun,Total All Markets,Asia,Oman,28.7,7.5
2015 Jun,Total All Markets,Asia,Other Markets Asia,1.5,12.6
2015 Jun,Total All Markets,Asia,Pakistan,6.1,105.7
2015 Jun,Total All Markets,Asia,Philippines,541.9,315.7
2015 Jun,Total All Markets,Asia,Qatar,274.4,9.6
2015 Jun,Total All Markets,Asia,Saudi Arabia,889,61.9
2015 Jun,Total All Markets,Asia,Sri Lanka,15.2,60.9
2015 Jun,Total All Markets,Asia,Syria,0,0.5
2015 Jun,Total All Markets,Asia,Taiwan,3022.3,826.4
2015 Jun,Total All Markets,Asia,Thailand,1091.7,686
2015 Jun,Total All Markets,Asia,Turkiye,59.1,25.2
2015 Jun,Total All Markets,Asia,United Arab Emirates,1260.6,187
2015 Jun,Total All Markets,Asia,Viet Nam,487.3,609.2
2015 Jun,Total All Markets,Asia,Yemen,0.1,0.1
2015 Jun,Total All Markets,Europe,Austria,127.5,2.8
2015 Jun,Total All Markets,Europe,Belarus,0.4,0.3
2015 Jun,Total All Markets,Europe,Belgium,140.1,683.4
2015 Jun,Total All Markets,Europe,Bulgaria,32.8,0.8
2015 Jun,Total All Markets,Europe,Croatia,0.8,1.6
2015 Jun,Total All Markets,Europe,Cyprus,0.6,37
2015 Jun,Total All Markets,Europe,Czech Rep,32.8,44.1
2015 Jun,Total All Markets,Europe,Denmark,45.3,56.1
2015 Jun,Total All Markets,Europe,Estonia,1.3,0.3
2015 Jun,Total All Markets,Europe,Finland,34.3,2.7
2015 Jun,Total All Markets,Europe,France,783,169.4
2015 Jun,Total All Markets,Europe,Germany,977.7,222.3
2015 Jun,Total All Markets,Europe,Greece,7.3,61.9
2015 Jun,Total All Markets,Europe,Hungary,31.3,17.7
2015 Jun,Total All Markets,Europe,Ireland,146.3,27
2015 Jun,Total All Markets,Europe,Italy,356.9,44.4
2015 Jun,Total All Markets,Europe,Latvia,2.9,0.4
2015 Jun,Total All Markets,Europe,Lithuania,1.2,0.4
2015 Jun,Total All Markets,Europe,Luxembourg,3.9,10.4
2015 Jun,Total All Markets,Europe,Malta,30.7,92.8
2015 Jun,Total All Markets,Europe,NA,6040.6,2345
2015 Jun,Total All Markets,Europe,Netherlands,386.5,439.4
2015 Jun,Total All Markets,Europe,Norway,84.1,22.5
2015 Jun,Total All Markets,Europe,Other Markets Europe,9.9,38
2015 Jun,Total All Markets,Europe,Poland,51.4,11.7
2015 Jun,Total All Markets,Europe,Portugal,12.9,11.3
2015 Jun,Total All Markets,Europe,Romania,9.1,0.9
2015 Jun,Total All Markets,Europe,Russia,1068.1,30
2015 Jun,Total All Markets,Europe,Slovakia,7.9,1.6
2015 Jun,Total All Markets,Europe,Slovenia,10.1,0.8
2015 Jun,Total All Markets,Europe,Spain,82.3,13.9
2015 Jun,Total All Markets,Europe,Svalbard And Jan Mayen Islands,0,0
2015 Jun,Total All Markets,Europe,Sweden,127.3,11
2015 Jun,Total All Markets,Europe,Switzerland,772.2,115.8
2015 Jun,Total All Markets,Europe,Ukraine,48.1,0.1
2015 Jun,Total All Markets,Europe,United Kingdom,613.8,171.9
2015 Jun,Total All Markets,NA,NA,36614.8,21109.2
2015 Jun,Total All Markets,Oceania,Antarctica,0,0
2015 Jun,Total All Markets,Oceania,Australia,472.8,640.6
2015 Jun,Total All Markets,Oceania,Fiji,0.7,6.6
2015 Jun,Total All Markets,Oceania,French Polynesia,0.1,1.4
2015 Jun,Total All Markets,Oceania,Guam,0.1,11.8
2015 Jun,Total All Markets,Oceania,Marshall Islands,0,251.3
2015 Jun,Total All Markets,Oceania,NA,554.5,1105.8
2015 Jun,Total All Markets,Oceania,New Caledonia,0,2.5
2015 Jun,Total All Markets,Oceania,New Zealand,77.9,131.4
2015 Jun,Total All Markets,Oceania,Northern Mariana Islands,0,0.4
2015 Jun,Total All Markets,Oceania,Other Markets Oceania,0.1,3.3
2015 Jun,Total All Markets,Oceania,Papua New Guinea,2.8,51.1
2015 Jun,Total All Markets,Oceania,Samoa,0,1.2
2015 Jun,Total All Markets,Oceania,Solomon Islands,0,0.5
2015 Jun,Total All Markets,Oceania,Vanuatu,0,3.6
2015 Mar,Total All Markets,Africa,Algeria,0,0.9
2015 Mar,Total All Markets,Africa,Angola,0,59.4
2015 Mar,Total All Markets,Africa,Benin,0.1,0
2015 Mar,Total All Markets,Africa,Cameroon,5.6,1.2
2015 Mar,Total All Markets,Africa,Cape Verde,0,0
2015 Mar,Total All Markets,Africa,Comoros,0.2,0
2015 Mar,Total All Markets,Africa,"Congo, Dem Rep Of",0.4,0.1
2015 Mar,Total All Markets,Africa,Cote D'ivoire,1.1,3.8
2015 Mar,Total All Markets,Africa,Djibouti,0,0.6
2015 Mar,Total All Markets,Africa,Egypt,5.8,19.2
2015 Mar,Total All Markets,Africa,Ethiopia,0.1,0.1
