Data Series,Market,Region,Country,Import (Million Dollars),Export (Million Dollars)
2015 Mar,Total All Markets,Africa,Gabon,0,1.5
2015 Mar,Total All Markets,Africa,Ghana,16.3,2.3
2015 Mar,Total All Markets,Africa,Guinea,0.1,0.2
2015 Mar,Total All Markets,Africa,Kenya,0.8,2.3
2015 Mar,Total All Markets,Africa,Liberia,0,262.8
2015 Mar,Total All Markets,Africa,Libya,0.9,1.6
2015 Mar,Total All Markets,Africa,Madagascar,7.8,0.3
2015 Mar,Total All Markets,Africa,Mauritius,1.4,21.5
2015 Mar,Total All Markets,Africa,Morocco,17.7,11.5
2015 Mar,Total All Markets,Africa,Mozambique,0.4,14.3
2015 Mar,Total All Markets,Africa,NA,323.4,650.4
2015 Mar,Total All Markets,Africa,Nigeria,0.4,11.3
2015 Mar,Total All Markets,Africa,Other Markets Africa,196,15.6
2015 Mar,Total All Markets,Africa,Reunion,0.1,32.4
2015 Mar,Total All Markets,Africa,Seychelles,0.1,21.1
2015 Mar,Total All Markets,Africa,Sierra Leone,0.2,0.1
2015 Mar,Total All Markets,Africa,Somalia,0,0
2015 Mar,Total All Markets,Africa,South Africa,62.7,164.4
2015 Mar,Total All Markets,Africa,Sudan,0.2,0.4
2015 Mar,Total All Markets,Africa,Swaziland,0.1,0
2015 Mar,Total All Markets,Africa,Tanzania,1.2,1.6
2015 Mar,Total All Markets,Africa,Tunisia,2,0.2
2015 Mar,Total All Markets,Africa,Zambia,0.1,0
2015 Mar,Total All Markets,Africa,Zimbabwe,1.7,0
2015 Mar,Total All Markets,America,Antigua And Barbuda,0,24.5
2015 Mar,Total All Markets,America,Argentina,12.9,4.4
2015 Mar,Total All Markets,America,Bahamas,0,70.9
2015 Mar,Total All Markets,America,Bermuda,0,22.6
2015 Mar,Total All Markets,America,Brazil,251.3,46.6
2015 Mar,Total All Markets,America,Canada,199.9,53.2
2015 Mar,Total All Markets,America,Chile,12.2,2.9
2015 Mar,Total All Markets,America,Colombia,89.4,4.1
2015 Mar,Total All Markets,America,Costa Rica,12.6,2
2015 Mar,Total All Markets,America,Cuba,0.8,0.2
2015 Mar,Total All Markets,America,Dominican Rep,4.5,0.8
2015 Mar,Total All Markets,America,Ecuador,0.8,1.7
2015 Mar,Total All Markets,America,El Salvador,0.3,0.3
2015 Mar,Total All Markets,America,Guatemala,3.9,0.7
2015 Mar,Total All Markets,America,Guyana,0,0
2015 Mar,Total All Markets,America,Honduras,0.3,0
2015 Mar,Total All Markets,America,Jamaica,0.1,0.4
2015 Mar,Total All Markets,America,Mexico,301.1,65.2
2015 Mar,Total All Markets,America,NA,5555.1,3037.4
2015 Mar,Total All Markets,America,Netherlands Antilles,0.7,2.6
2015 Mar,Total All Markets,America,Other Markets America,0.5,7.5
2015 Mar,Total All Markets,America,Panama,0.1,673.4
2015 Mar,Total All Markets,America,Paraguay,0,0.1
2015 Mar,Total All Markets,America,Peru,0.6,5.3
2015 Mar,Total All Markets,America,Puerto Rico,9,126.7
2015 Mar,Total All Markets,America,St. Vincent And The Grenadines,0,4.2
2015 Mar,Total All Markets,America,Trinidad And Tobago,0,350.6
2015 Mar,Total All Markets,America,United States,4485.9,1564.4
2015 Mar,Total All Markets,America,United States Virgin Islands,0,0
2015 Mar,Total All Markets,America,Uruguay,1,0.9
2015 Mar,Total All Markets,America,Venezuela,167.2,1.1
2015 Mar,Total All Markets,Asia,Afghanistan,0,0.1
2015 Mar,Total All Markets,Asia,Bahrain,44.5,7.9
2015 Mar,Total All Markets,Asia,Bangladesh,18.9,166.1
2015 Mar,Total All Markets,Asia,Brunei,29.7,35
2015 Mar,Total All Markets,Asia,Cambodia,18,281.5
2015 Mar,Total All Markets,Asia,China,4320.3,2723.7
2015 Mar,Total All Markets,Asia,Christmas Island,0,0
2015 Mar,Total All Markets,Asia,Hong Kong,382.7,1514.5
2015 Mar,Total All Markets,Asia,India,652.5,620.2
2015 Mar,Total All Markets,Asia,Indonesia,1696.9,1801.6
2015 Mar,Total All Markets,Asia,Iran,1,4.3
2015 Mar,Total All Markets,Asia,Iraq,152.2,10.8
2015 Mar,Total All Markets,Asia,Israel,112,18.7
2015 Mar,Total All Markets,Asia,Japan,2397.9,836.8
2015 Mar,Total All Markets,Asia,Jordan,2.5,3.8
2015 Mar,Total All Markets,Asia,Kazakhstan,19.8,5.4
2015 Mar,Total All Markets,Asia,"Korea, Dem Peo Rep Of",0,4.3
2015 Mar,Total All Markets,Asia,"Korea, Rep Of",2437.6,814.5
2015 Mar,Total All Markets,Asia,Kuwait,387.7,10.8
2015 Mar,Total All Markets,Asia,Lao,0.1,1.2
2015 Mar,Total All Markets,Asia,Lebanon,0,3.6
2015 Mar,Total All Markets,Asia,Macao,1.3,3.9
2015 Mar,Total All Markets,Asia,Malaysia,4028.2,2442.4
2015 Mar,Total All Markets,Asia,Maldives,0.1,8
2015 Mar,Total All Markets,Asia,Mongolia,0.3,2.1
2015 Mar,Total All Markets,Asia,Myanmar,12.7,191.3
2015 Mar,Total All Markets,Asia,NA,23668,15615.5
2015 Mar,Total All Markets,Asia,Nepal,0.6,4.1
2015 Mar,Total All Markets,Asia,Oman,3.4,10
2015 Mar,Total All Markets,Asia,Other Markets Asia,46,12.6
2015 Mar,Total All Markets,Asia,Pakistan,61.6,39.7
2015 Mar,Total All Markets,Asia,Philippines,527.7,369.1
2015 Mar,Total All Markets,Asia,Qatar,477.1,16.6
2015 Mar,Total All Markets,Asia,Saudi Arabia,538.1,105.7
2015 Mar,Total All Markets,Asia,Sri Lanka,17,115.2
2015 Mar,Total All Markets,Asia,Syria,0.1,1.2
2015 Mar,Total All Markets,Asia,Taiwan,2958.5,903.4
2015 Mar,Total All Markets,Asia,Thailand,910.3,805
2015 Mar,Total All Markets,Asia,Turkiye,30.1,15.2
2015 Mar,Total All Markets,Asia,United Arab Emirates,967.9,619.3
2015 Mar,Total All Markets,Asia,Viet Nam,412.4,1084.1
2015 Mar,Total All Markets,Asia,Yemen,0.1,1.7
2015 Mar,Total All Markets,Europe,Austria,121.4,3.5
2015 Mar,Total All Markets,Europe,Belarus,27.3,0.1
2015 Mar,Total All Markets,Europe,Belgium,158.9,998.1
2015 Mar,Total All Markets,Europe,Bulgaria,3,0.1
2015 Mar,Total All Markets,Europe,Croatia,1,0.4
2015 Mar,Total All Markets,Europe,Cyprus,1.6,31.4
2015 Mar,Total All Markets,Europe,Czech Rep,36.4,33.9
2015 Mar,Total All Markets,Europe,Denmark,59.2,29.1
2015 Mar,Total All Markets,Europe,Estonia,0.8,0.3
2015 Mar,Total All Markets,Europe,Finland,26.9,3.8
2015 Mar,Total All Markets,Europe,France,826,209.1
2015 Mar,Total All Markets,Europe,Germany,1060.1,268.9
2015 Mar,Total All Markets,Europe,Greece,108.2,67.6
2015 Mar,Total All Markets,Europe,Hungary,37.5,19.1
2015 Mar,Total All Markets,Europe,Ireland,110.9,48.2
2015 Mar,Total All Markets,Europe,Italy,406.6,40.2
2015 Mar,Total All Markets,Europe,Latvia,26.4,1
2015 Mar,Total All Markets,Europe,Lithuania,15.5,0.4
2015 Mar,Total All Markets,Europe,Luxembourg,4.2,7.2
2015 Mar,Total All Markets,Europe,Malta,31.8,84.6
2015 Mar,Total All Markets,Europe,NA,8133,2728.9
2015 Mar,Total All Markets,Europe,Netherlands,674.3,440.1
2015 Mar,Total All Markets,Europe,Norway,154.2,26.7
2015 Mar,Total All Markets,Europe,Other Markets Europe,6,24.1
2015 Mar,Total All Markets,Europe,Poland,36.7,15.9
2015 Mar,Total All Markets,Europe,Portugal,12.2,9.1
2015 Mar,Total All Markets,Europe,Romania,10.3,2
2015 Mar,Total All Markets,Europe,Russia,1152.6,34.1
2015 Mar,Total All Markets,Europe,Slovakia,7.9,1.1
2015 Mar,Total All Markets,Europe,Slovenia,8.3,0.4
2015 Mar,Total All Markets,Europe,Spain,127.3,20.7
2015 Mar,Total All Markets,Europe,Svalbard And Jan Mayen Islands,0,0
2015 Mar,Total All Markets,Europe,Sweden,101.3,8
2015 Mar,Total All Markets,Europe,Switzerland,1981.3,138.4
2015 Mar,Total All Markets,Europe,Ukraine,1.1,0.6
2015 Mar,Total All Markets,Europe,United Kingdom,795.8,160.7
2015 Mar,Total All Markets,NA,NA,38824.7,23159.6
2015 Mar,Total All Markets,Oceania,Antarctica,0,0
2015 Mar,Total All Markets,Oceania,Australia,971.4,624.5
2015 Mar,Total All Markets,Oceania,Fiji,0.2,33
2015 Mar,Total All Markets,Oceania,French Polynesia,0.1,12.1
2015 Mar,Total All Markets,Oceania,Guam,0.1,23.3
2015 Mar,Total All Markets,Oceania,Marshall Islands,0,204.6
2015 Mar,Total All Markets,Oceania,NA,1145.2,1127.4
2015 Mar,Total All Markets,Oceania,New Caledonia,0.2,18
2015 Mar,Total All Markets,Oceania,New Zealand,118.5,139.4
2015 Mar,Total All Markets,Oceania,Northern Mariana Islands,0,0.2
2015 Mar,Total All Markets,Oceania,Other Markets Oceania,0.2,14.4
2015 Mar,Total All Markets,Oceania,Papua New Guinea,54.5,38.8
2015 Mar,Total All Markets,Oceania,Samoa,0,9.9
2015 Mar,Total All Markets,Oceania,Solomon Islands,0,4.9
2015 Mar,Total All Markets,Oceania,Vanuatu,0,4.4
2015 May,Total All Markets,Africa,Algeria,0,1.1
2015 May,Total All Markets,Africa,Angola,0.2,29.8
2015 May,Total All Markets,Africa,Benin,0.1,0.1
2015 May,Total All Markets,Africa,Cameroon,4.8,0.7
2015 May,Total All Markets,Africa,Cape Verde,0,0
2015 May,Total All Markets,Africa,Comoros,0,0
2015 May,Total All Markets,Africa,"Congo, Dem Rep Of",0.2,0
2015 May,Total All Markets,Africa,Cote D'ivoire,0.1,1.7
2015 May,Total All Markets,Africa,Djibouti,0,0.2
2015 May,Total All Markets,Africa,Egypt,55.4,15.7
2015 May,Total All Markets,Africa,Ethiopia,0.6,0.7
2015 May,Total All Markets,Africa,Gabon,0.1,1
2015 May,Total All Markets,Africa,Ghana,12.1,5.3
2015 May,Total All Markets,Africa,Guinea,0.1,0.2
2015 May,Total All Markets,Africa,Kenya,0.3,3.7
2015 May,Total All Markets,Africa,Liberia,0,305.1
2015 May,Total All Markets,Africa,Libya,0.3,0.3
2015 May,Total All Markets,Africa,Madagascar,1,0.3
2015 May,Total All Markets,Africa,Mauritius,1.2,3.4
2015 May,Total All Markets,Africa,Morocco,13.8,13.1
2015 May,Total All Markets,Africa,Mozambique,0,28.4
2015 May,Total All Markets,Africa,NA,226.4,583.8
2015 May,Total All Markets,Africa,Nigeria,0.2,17.4
2015 May,Total All Markets,Africa,Other Markets Africa,62.3,4.9
2015 May,Total All Markets,Africa,Reunion,0.1,33.7
2015 May,Total All Markets,Africa,Seychelles,0,1.7
2015 May,Total All Markets,Africa,Sierra Leone,0,0.3
2015 May,Total All Markets,Africa,Somalia,0,0
2015 May,Total All Markets,Africa,South Africa,66,112.9
2015 May,Total All Markets,Africa,Sudan,0,0.5
2015 May,Total All Markets,Africa,Swaziland,0.4,0
2015 May,Total All Markets,Africa,Tanzania,2,1.3
2015 May,Total All Markets,Africa,Tunisia,2.1,0.3
2015 May,Total All Markets,Africa,Zambia,0,0
2015 May,Total All Markets,Africa,Zimbabwe,2.9,0
2015 May,Total All Markets,America,Antigua And Barbuda,0,31
2015 May,Total All Markets,America,Argentina,16.7,4.1
2015 May,Total All Markets,America,Bahamas,0,56.4
2015 May,Total All Markets,America,Bermuda,0,22.1
2015 May,Total All Markets,America,Brazil,183.3,68.9
2015 May,Total All Markets,America,Canada,133.2,44.9
2015 May,Total All Markets,America,Chile,6.2,2.9
2015 May,Total All Markets,America,Colombia,31.9,2.7
2015 May,Total All Markets,America,Costa Rica,7.2,2
2015 May,Total All Markets,America,Cuba,0.3,0
2015 May,Total All Markets,America,Dominican Rep,2.9,0.5
2015 May,Total All Markets,America,Ecuador,0.5,3.1
2015 May,Total All Markets,America,El Salvador,0.1,0.2
2015 May,Total All Markets,America,Guatemala,1.5,1
2015 May,Total All Markets,America,Guyana,0,0
2015 May,Total All Markets,America,Honduras,0.2,0.9
2015 May,Total All Markets,America,Jamaica,0.1,0.2
2015 May,Total All Markets,America,Mexico,309.5,73.3
2015 May,Total All Markets,America,NA,4418.3,2537.4
2015 May,Total All Markets,America,Netherlands Antilles,12.4,1.6
2015 May,Total All Markets,America,Other Markets America,0.8,11.7
2015 May,Total All Markets,America,Panama,0.1,787.6
2015 May,Total All Markets,America,Paraguay,0.1,0
2015 May,Total All Markets,America,Peru,0.8,2.7
2015 May,Total All Markets,America,Puerto Rico,10.2,94.4
2015 May,Total All Markets,America,St. Vincent And The Grenadines,0,4.4
2015 May,Total All Markets,America,Trinidad And Tobago,0,0.3
2015 May,Total All Markets,America,United States,3504,1318.3
2015 May,Total All Markets,America,United States Virgin Islands,0,0
2015 May,Total All Markets,America,Uruguay,9.7,0.5
2015 May,Total All Markets,America,Venezuela,186.4,1.8
2015 May,Total All Markets,Asia,Afghanistan,0,0
2015 May,Total All Markets,Asia,Bahrain,3.6,3.9
2015 May,Total All Markets,Asia,Bangladesh,17.2,180.9
2015 May,Total All Markets,Asia,Brunei,31.6,34.2
2015 May,Total All Markets,Asia,Cambodia,26,53.8
2015 May,Total All Markets,Asia,China,4554.1,2632.9
2015 May,Total All Markets,Asia,Christmas Island,0,0
2015 May,Total All Markets,Asia,Hong Kong,291,1465.5
2015 May,Total All Markets,Asia,India,824.4,605
2015 May,Total All Markets,Asia,Indonesia,1706,1489.6
2015 May,Total All Markets,Asia,Iran,1.1,10.5
2015 May,Total All Markets,Asia,Iraq,169.3,0.9
2015 May,Total All Markets,Asia,Israel,76.7,24.4
2015 May,Total All Markets,Asia,Japan,2019.3,731
2015 May,Total All Markets,Asia,Jordan,0.3,1.5
2015 May,Total All Markets,Asia,Kazakhstan,5.1,2.7
2015 May,Total All Markets,Asia,"Korea, Dem Peo Rep Of",0,3.1
2015 May,Total All Markets,Asia,"Korea, Rep Of",2140.1,635.2
2015 May,Total All Markets,Asia,Kuwait,268.3,18.4
2015 May,Total All Markets,Asia,Lao,3.2,1.7
2015 May,Total All Markets,Asia,Lebanon,0,3.8
2015 May,Total All Markets,Asia,Macao,0.7,1.6
2015 May,Total All Markets,Asia,Malaysia,3613.2,2255
2015 May,Total All Markets,Asia,Maldives,0,6.6
2015 May,Total All Markets,Asia,Mongolia,0.1,2.2
2015 May,Total All Markets,Asia,Myanmar,10.9,136.6
2015 May,Total All Markets,Asia,NA,22616.4,13360.8
2015 May,Total All Markets,Asia,Nepal,0.1,2.3
2015 May,Total All Markets,Asia,Oman,43.4,26.3
2015 May,Total All Markets,Asia,Other Markets Asia,44.1,12.2
2015 May,Total All Markets,Asia,Pakistan,72.8,125
2015 May,Total All Markets,Asia,Philippines,473.5,326
2015 May,Total All Markets,Asia,Qatar,149.9,13.1
2015 May,Total All Markets,Asia,Saudi Arabia,817.7,57.5
2015 May,Total All Markets,Asia,Sri Lanka,8.1,125.2
2015 May,Total All Markets,Asia,Syria,0,0.5
2015 May,Total All Markets,Asia,Taiwan,3048.8,829.7
2015 May,Total All Markets,Asia,Thailand,1032.8,700.4
2015 May,Total All Markets,Asia,Turkiye,175.4,17.8
2015 May,Total All Markets,Asia,United Arab Emirates,505.1,219.4
2015 May,Total All Markets,Asia,Viet Nam,482.1,604.3
2015 May,Total All Markets,Asia,Yemen,0.2,0
2015 May,Total All Markets,Europe,Austria,116,4.8
2015 May,Total All Markets,Europe,Belarus,0.2,0.1
2015 May,Total All Markets,Europe,Belgium,116.1,574.6
2015 May,Total All Markets,Europe,Bulgaria,60,0.8
2015 May,Total All Markets,Europe,Croatia,2.4,1.3
2015 May,Total All Markets,Europe,Cyprus,133,37.9
2015 May,Total All Markets,Europe,Czech Rep,34.9,26.8
2015 May,Total All Markets,Europe,Denmark,70.6,28
2015 May,Total All Markets,Europe,Estonia,2.5,0.3
2015 May,Total All Markets,Europe,Finland,29.4,5.2
2015 May,Total All Markets,Europe,France,677.1,160.3
2015 May,Total All Markets,Europe,Germany,946.6,189.1
2015 May,Total All Markets,Europe,Greece,7.5,89.2
2015 May,Total All Markets,Europe,Hungary,26.2,30.1
2015 May,Total All Markets,Europe,Ireland,93.3,15.1
2015 May,Total All Markets,Europe,Italy,373.1,33
2015 May,Total All Markets,Europe,Latvia,2.1,0.4
2015 May,Total All Markets,Europe,Lithuania,1.3,0.6
2015 May,Total All Markets,Europe,Luxembourg,5.9,10.5
2015 May,Total All Markets,Europe,Malta,25,80.2
2015 May,Total All Markets,Europe,NA,5765.4,1983.6
2015 May,Total All Markets,Europe,Netherlands,698.5,325.5
2015 May,Total All Markets,Europe,Norway,131.4,32
2015 May,Total All Markets,Europe,Other Markets Europe,5.5,44.7
2015 May,Total All Markets,Europe,Poland,33.1,11.6
2015 May,Total All Markets,Europe,Portugal,13.4,12.6
2015 May,Total All Markets,Europe,Romania,7.2,0.9
2015 May,Total All Markets,Europe,Russia,486.2,30.9
2015 May,Total All Markets,Europe,Slovakia,9.2,1.4
2015 May,Total All Markets,Europe,Slovenia,4.9,0.6
2015 May,Total All Markets,Europe,Spain,80.5,15.4
2015 May,Total All Markets,Europe,Svalbard And Jan Mayen Islands,0,0
2015 May,Total All Markets,Europe,Sweden,124.9,9.7
2015 May,Total All Markets,Europe,Switzerland,883.4,70.4
2015 May,Total All Markets,Europe,Ukraine,0.4,0.4
2015 May,Total All Markets,Europe,United Kingdom,563.6,139.3
2015 May,Total All Markets,NA,NA,33572.4,19637.1
2015 May,Total All Markets,Oceania,Antarctica,0,0
2015 May,Total All Markets,Oceania,Australia,382.3,672.7
2015 May,Total All Markets,Oceania,Fiji,0.3,15.7
2015 May,Total All Markets,Oceania,French Polynesia,4.1,7.7
2015 May,Total All Markets,Oceania,Guam,0.4,36
2015 May,Total All Markets,Oceania,Marshall Islands,0,191.6
2015 May,Total All Markets,Oceania,NA,545.9,1171.5
2015 May,Total All Markets,Oceania,New Caledonia,0.1,18.5
2015 May,Total All Markets,Oceania,New Zealand,79.4,162.7
2015 May,Total All Markets,Oceania,Northern Mariana Islands,0,0.9
2015 May,Total All Markets,Oceania,Other Markets Oceania,0,4.4
2015 May,Total All Markets,Oceania,Papua New Guinea,79.3,56.2
2015 May,Total All Markets,Oceania,Samoa,0,0.9
2015 May,Total All Markets,Oceania,Solomon Islands,0,2.5
2015 May,Total All Markets,Oceania,Vanuatu,0,1.5
2015 Nov,Total All Markets,Africa,Algeria,0,14.3
2015 Nov,Total All Markets,Africa,Angola,0,3.3
2015 Nov,Total All Markets,Africa,Benin,0,0
2015 Nov,Total All Markets,Africa,Cameroon,4.2,0.7
2015 Nov,Total All Markets,Africa,Cape Verde,0,0
2015 Nov,Total All Markets,Africa,Comoros,0.1,0
2015 Nov,Total All Markets,Africa,"Congo, Dem Rep Of",0.2,0.2
2015 Nov,Total All Markets,Africa,Cote D'ivoire,0.4,1.2
2015 Nov,Total All Markets,Africa,Djibouti,0.5,0.3
2015 Nov,Total All Markets,Africa,Egypt,49.9,19
2015 Nov,Total All Markets,Africa,Ethiopia,1.8,0.2
2015 Nov,Total All Markets,Africa,Gabon,0,0.4
2015 Nov,Total All Markets,Africa,Ghana,9.6,4.1
2015 Nov,Total All Markets,Africa,Guinea,0,0.1
2015 Nov,Total All Markets,Africa,Kenya,0.6,2.6
2015 Nov,Total All Markets,Africa,Liberia,0,241.2
2015 Nov,Total All Markets,Africa,Libya,0,1.3
2015 Nov,Total All Markets,Africa,Madagascar,3.1,0.4
2015 Nov,Total All Markets,Africa,Mauritius,0.7,2.8
2015 Nov,Total All Markets,Africa,Morocco,10.2,6.5
2015 Nov,Total All Markets,Africa,Mozambique,0.1,0.3
2015 Nov,Total All Markets,Africa,NA,181.3,392.4
2015 Nov,Total All Markets,Africa,Nigeria,0.3,8.4
2015 Nov,Total All Markets,Africa,Other Markets Africa,10.1,6.4
2015 Nov,Total All Markets,Africa,Reunion,0.1,35.3
2015 Nov,Total All Markets,Africa,Seychelles,0,1.7
2015 Nov,Total All Markets,Africa,Sierra Leone,0,0.1
2015 Nov,Total All Markets,Africa,Somalia,0,0
2015 Nov,Total All Markets,Africa,South Africa,83.8,37.4
2015 Nov,Total All Markets,Africa,Sudan,0,0.2
2015 Nov,Total All Markets,Africa,Swaziland,0.6,0.2
2015 Nov,Total All Markets,Africa,Tanzania,1.7,1.4
2015 Nov,Total All Markets,Africa,Tunisia,1.3,2
2015 Nov,Total All Markets,Africa,Zambia,0,0
2015 Nov,Total All Markets,Africa,Zimbabwe,2.1,0.2
2015 Nov,Total All Markets,America,Antigua And Barbuda,0,20.1
2015 Nov,Total All Markets,America,Argentina,16.9,2.8
2015 Nov,Total All Markets,America,Bahamas,13.1,51.2
2015 Nov,Total All Markets,America,Bermuda,0,14.8
2015 Nov,Total All Markets,America,Brazil,126.7,34.7
2015 Nov,Total All Markets,America,Canada,124.9,40.7
2015 Nov,Total All Markets,America,Chile,9.9,2.9
2015 Nov,Total All Markets,America,Colombia,38.3,5.7
2015 Nov,Total All Markets,America,Costa Rica,5,1.7
2015 Nov,Total All Markets,America,Cuba,0.6,0
2015 Nov,Total All Markets,America,Dominican Rep,2.7,0.6
2015 Nov,Total All Markets,America,Ecuador,0.8,1.7
2015 Nov,Total All Markets,America,El Salvador,0.4,0.5
2015 Nov,Total All Markets,America,Guatemala,0.3,1.2
2015 Nov,Total All Markets,America,Guyana,0,0.1
2015 Nov,Total All Markets,America,Honduras,0.3,0.1
2015 Nov,Total All Markets,America,Jamaica,0,0.1
2015 Nov,Total All Markets,America,Mexico,202.9,54
2015 Nov,Total All Markets,America,NA,4773.8,2163.4
2015 Nov,Total All Markets,America,Netherlands Antilles,0,0.2
2015 Nov,Total All Markets,America,Other Markets America,43.5,8.7
2015 Nov,Total All Markets,America,Panama,0.5,361.5
2015 Nov,Total All Markets,America,Paraguay,0.4,0
2015 Nov,Total All Markets,America,Peru,1.5,4.8
2015 Nov,Total All Markets,America,Puerto Rico,7.4,314.7
2015 Nov,Total All Markets,America,St. Vincent And The Grenadines,0,4.2
2015 Nov,Total All Markets,America,Trinidad And Tobago,0,0.3
2015 Nov,Total All Markets,America,United States,3914.7,1233.5
2015 Nov,Total All Markets,America,United States Virgin Islands,0,0
2015 Nov,Total All Markets,America,Uruguay,0.6,0.3
2015 Nov,Total All Markets,America,Venezuela,262.3,2.3
2015 Nov,Total All Markets,Asia,Afghanistan,0,0.1
2015 Nov,Total All Markets,Asia,Bahrain,3.8,12.6
2015 Nov,Total All Markets,Asia,Bangladesh,15.2,130.6
2015 Nov,Total All Markets,Asia,Brunei,2.2,51.4
2015 Nov,Total All Markets,Asia,Cambodia,20.3,64.9
2015 Nov,Total All Markets,Asia,China,4973.2,2347.1
2015 Nov,Total All Markets,Asia,Christmas Island,0,2.3
2015 Nov,Total All Markets,Asia,Hong Kong,551.6,1236.3
2015 Nov,Total All Markets,Asia,India,454.2,500.9
2015 Nov,Total All Markets,Asia,Indonesia,1449.6,1376
2015 Nov,Total All Markets,Asia,Iran,1.9,1.6
2015 Nov,Total All Markets,Asia,Iraq,58.3,3.1
2015 Nov,Total All Markets,Asia,Israel,80.9,17.4
2015 Nov,Total All Markets,Asia,Japan,2039.4,786.4
2015 Nov,Total All Markets,Asia,Jordan,2,0.8
2015 Nov,Total All Markets,Asia,Kazakhstan,0.7,1.8
2015 Nov,Total All Markets,Asia,"Korea, Dem Peo Rep Of",0,1.6
2015 Nov,Total All Markets,Asia,"Korea, Rep Of",1957.9,559.2
2015 Nov,Total All Markets,Asia,Kuwait,237.4,9.2
2015 Nov,Total All Markets,Asia,Lao,2.4,0.9
2015 Nov,Total All Markets,Asia,Lebanon,0.4,3.6
2015 Nov,Total All Markets,Asia,Macao,0.3,2.1
2015 Nov,Total All Markets,Asia,Malaysia,3521,1930.3
2015 Nov,Total All Markets,Asia,Maldives,0,7.4
2015 Nov,Total All Markets,Asia,Mongolia,0.1,3.2
2015 Nov,Total All Markets,Asia,Myanmar,5.9,160.3
2015 Nov,Total All Markets,Asia,NA,22217.7,12112.4
2015 Nov,Total All Markets,Asia,Nepal,0.4,1.7
2015 Nov,Total All Markets,Asia,Oman,40.6,18.1
2015 Nov,Total All Markets,Asia,Other Markets Asia,45.7,5.2
2015 Nov,Total All Markets,Asia,Pakistan,29.6,29.8
2015 Nov,Total All Markets,Asia,Philippines,566.6,362.4
2015 Nov,Total All Markets,Asia,Qatar,559.6,21.7
2015 Nov,Total All Markets,Asia,Saudi Arabia,720.1,92.9
2015 Nov,Total All Markets,Asia,Sri Lanka,8.1,72.2
